-25,0,59
-25,0,58
-25,1,59
-25,1,59
-25,1,58
-25,1,59
-24,1,59
-24,1,59
-24,3,59
-23,2,60
-23,1,60
-27,2,59
-28,2,58
-27,0,58
-28,0,58
-29,1,57
-26,1,58
-26,2,58
-26,1,59
-25,1,58
-26,1,58
-27,2,58
-27,2,58
-26,2,59
-26,2,58
-26,1,58
-26,1,58
-30,0,57
-30,0,57
-28,0,58
-27,-1,57
-26,-2,57
-26,-2,58
-26,-1,59
-26,-1,59
-26,-1,59
-26,-2,58
-25,-3,57
-25,-2,60
-25,0,61
-25,-1,59
-26,-1,58
-26,-1,59
-28,0,58
-28,0,58
-26,1,58
-27,0,58
-25,0,59
-26,1,59
-26,0,58
-26,0,58
-26,-1,58
-26,-1,58
-25,-2,58
-27,-1,58
-28,-1,57
-29,-1,57
-30,-1,57
-30,0,57
-30,0,57
-30,0,57
-30,0,57
-30,0,57
-29,-1,57
-29,-1,57
-29,-1,57
-29,-1,57
-29,0,57
-30,0,57
-30,0,57
-30,0,57
-30,0,57
-30,0,57
-30,0,57
-30,0,57
-30,0,57
-30,0,56
-30,0,56
-30,0,56
-30,0,56
-30,0,56
-30,0,56
-30,0,56
-31,0,56
-31,0,56
-30,0,56
-30,0,56
-30,0,56
-30,0,56
-30,0,56
-30,0,56
-30,0,56
-30,-1,56
-30,0,56
-30,0,56
-30,0,56
-30,0,56
-30,0,56
-30,-1,56
-31,-1,57
-30,-1,57
-29,0,57
-30,0,57
-31,-2,56
-30,-1,56
-30,0,57
-30,-1,57
-30,-1,57
-30,-1,56
-30,-1,56
-30,-1,56
-30,-1,56
-30,-1,57
-30,-1,56
-30,-1,57
-30,-1,56
-30,-1,56
-30,-1,56
-30,-1,57
-30,-1,57
-30,-1,57
-30,-1,56
-30,-1,57
-30,-1,56
-30,-1,56
-30,-1,57
-30,-1,56
-30,-1,56
-30,-1,57
-30,-1,56
-30,-1,57
-30,-1,56
-30,-1,56
-30,-1,56
-30,-1,56
-30,-1,56
-30,-1,56
-30,-1,56
-30,-1,56
-30,-1,57
-30,-1,56
-30,-1,56
-30,-1,56
-30,-1,56
-30,-1,56
-30,-1,56
-30,-1,56
-30,-1,56
-30,-1,57
-30,-1,57
-30,-1,56
-30,-1,56
-30,-1,56
-30,-1,56
-30,-1,57
-30,-1,56
-30,-1,57
-30,-1,56
-30,-1,56
-30,-1,57
-30,-1,56
-30,-1,56
-30,-1,56
-30,-1,56
-30,-1,56
-30,-1,56
-30,-1,56
-30,-1,56
-30,-1,56
-30,-1,56
-30,-1,56
-30,-1,56
-30,-1,56
-31,-1,56
-30,-1,56
-30,-1,57
-30,-1,56
-30,-1,56
-30,-1,56
-30,-1,56
-30,-1,57
-30,-1,57
-30,-1,57
-30,-1,57
-30,-1,57
-30,-1,57
-30,-1,56
-30,-1,56
-30,-1,56
-30,-1,56
-30,-1,57
-30,-1,56
-30,-1,56
-30,-1,56
-30,-2,56
-30,-1,56
-30,-1,56
-30,-1,56
-30,-1,56
-30,-1,56
-30,-1,56
-30,-1,56
-30,-1,56
-31,-1,56
-30,-2,56
-30,-2,56
-30,-1,56
-30,-2,56
-30,-2,56
-30,-1,56
-30,-1,56
-30,-1,56
-30,-2,56
-30,-1,56
-30,-1,56
-30,-2,56
-30,-1,56
-30,-2,56
-30,-2,57
-30,-1,56
-30,-1,56
-30,-1,56
-30,-2,56
-30,-1,56
-30,-1,56
-30,-1,56
-30,-1,56
-30,-1,56
-30,-1,56
-30,-2,57
-30,-1,56
-30,-1,56
-30,-1,56
-30,-1,56
-31,-1,56
-30,-1,56
-30,-1,56
-30,-1,57
-30,-2,56
-30,-2,56
-30,-2,56
-30,-2,56
-30,-2,56
-30,-2,56
-30,-2,56
-30,-1,56
-30,-1,56
-30,-1,56
-30,-2,57
-30,-1,57
-30,-1,57
-30,-1,57
-30,-1,57
-30,-1,57
-30,-1,57
-29,-1,57
-29,-2,57
-29,-2,57
-29,-2,57
-30,-2,57
-30,-1,57
-30,-1,56
-30,-1,56
-30,-2,56
-30,-1,56
-30,-1,56
-30,-1,56
-30,-1,56
-30,-2,56
-30,-2,56
-30,-2,57
-30,-2,57
-30,-2,56
-30,-2,56
-30,-1,56
-30,-2,57
-30,-1,57
-30,-2,57
-30,-1,56
-30,-1,56
-30,-2,56
-30,-1,56
-30,-1,56
-30,-2,56
-30,-2,57
-30,-1,57
-30,-2,57
-30,-1,57
-30,-2,56
-30,-2,57
-30,-1,57
-30,-2,56
-30,-2,56
-30,-1,56
-30,-1,56
-30,-2,56
-30,-2,57
-30,-1,56
-30,-1,57
-30,-2,56
-30,-2,56
-30,-1,57
-30,-2,56
-30,-2,56
-31,-2,56
-30,-2,56
-30,-1,56
-30,-1,56
-30,-2,56
-30,-2,56
-30,-1,56
-30,-2,56
-30,-2,56
-30,-1,56
-30,-2,56
-30,-2,56
-30,-2,57
-30,-1,56
-30,-1,56
-30,-2,56
-30,-2,56
-30,-1,56
-30,-1,56
-30,-2,56
-30,-2,56
-30,-2,56
